business_name,category,address,phone,website,website_domain,emails_found_in_original_scrape,email_source_fields,other_scraped_urls,google_maps_url,place_id,closed_flag
Hillcrest Catering,African restaurant,"Hillcrest Caterers, Karen, Langata Rd, Kenya",+254 20 2118849,,,,,"https://www.google.com/maps/search/?api=1&query=Hillcrest%20Catering&query_place_id=ChIJSWnmGikbLxgRCTqCa3QIR5E | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.73071708346572,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oofQRGY1tUv5HhKxqzzXSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.17776&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Hillcrest%20Catering&query_place_id=ChIJSWnmGikbLxgRCTqCa3QIR5E,ChIJSWnmGikbLxgRCTqCa3QIR5E,False
Jampark Cafe,African restaurant,"Jampark Plaza, Shop 9, Jampark Plaza, Ngong Rd, Nairobi, Kenya",+254 713 702242,,,,,"https://www.google.com/maps/search/?api=1&query=Jampark%20Cafe&query_place_id=ChIJEfU4akQaLxgRV10TZZhi_4U | https://www.google.com/maps/search/restaurant/@-1.30206825,36.7531745,17.002330554175863z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkkKD0TT7Of5KuCcDm3hskSYFSOo-Mu8SNE5aJ_Ut--rMRRNdZHOSYU2EkOnEpRql1rHqJBt5k3NBFN5uiT8MhZ5138llkHHykndAp4TSypA5rBxEM1MEhPv6_aaxW6wJl0Hcw=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Jampark%20Cafe&query_place_id=ChIJEfU4akQaLxgRV10TZZhi_4U,ChIJEfU4akQaLxgRV10TZZhi_4U,False
Junction Fast Food,African restaurant,"Umoja II, Moi Dr, Nairobi, Kenya",+254 785 465763,,,,,"https://www.google.com/maps/search/?api=1&query=Junction%20Fast%20Food&query_place_id=ChIJ_9S9ABUbLxgR51qzSwTCxUY | https://www.google.com/maps/search/restaurant/@-1.2983534384615385,36.76283634615385,17.002332677197412z?hl=en",https://www.google.com/maps/search/?api=1&query=Junction%20Fast%20Food&query_place_id=ChIJ_9S9ABUbLxgR51qzSwTCxUY,ChIJ_9S9ABUbLxgR51qzSwTCxUY,False
Junubin Restaurant.,African restaurant,"PQ2M+52Q, Nairobi, Kenya",+254 722 442460,,,,,"https://www.google.com/maps/search/?api=1&query=Junubin%20Restaurant.&query_place_id=ChIJse4hHcARLxgRHfz1cuvPOL4 | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkh93Zdphi1rs-695UHsl7jqCZbCsBW-sphHkBWG0XV8WCdM_RtgWTjvM5RU2RTl0HvT9jKcFYMbBxeNddM2M-sLntZ9AuMmxkmMWZ7g483EY-wFRINamNn8pkKCod6WpNI62uu=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Junubin%20Restaurant.&query_place_id=ChIJse4hHcARLxgRHfz1cuvPOL4,ChIJse4hHcARLxgRHfz1cuvPOL4,False
Koleza Africa,African restaurant,"Karen Langata Rd Galleria Shopping Mall, Kenya",+254 774 939777,,,,,"https://www.google.com/maps/search/?api=1&query=Koleza%20Africa&query_place_id=ChIJK4YVXksFLxgRHw9srdth6JQ | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.76508901669314,16z?hl=en",https://www.google.com/maps/search/?api=1&query=Koleza%20Africa&query_place_id=ChIJK4YVXksFLxgRHw9srdth6JQ,ChIJK4YVXksFLxgRHw9srdth6JQ,False
La Référence Congolese Restaurant.,African restaurant,"Oledume Road, Off Ngong Road, Opposite St.Hannah Primary School, Nairobi, Kenya",+254 740 949952,,,,,"https://www.google.com/maps/search/?api=1&query=La%20R%C3%A9f%C3%A9rence%20Congolese%20Restaurant.&query_place_id=ChIJ074tBvcbLxgREtzOLcVXLAQ | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=--LJBmQc_Ex9GmxIE3J4qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.2136&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=La%20R%C3%A9f%C3%A9rence%20Congolese%20Restaurant.&query_place_id=ChIJ074tBvcbLxgREtzOLcVXLAQ,ChIJ074tBvcbLxgREtzOLcVXLAQ,False
Le Sixty Three Lounge And Restaurant,African restaurant,"Nairobi West, Southern Byp, Nairobi, Kenya",+254 729 608748,,,,,"https://www.google.com/maps/search/?api=1&query=Le%20Sixty%20Three%20Lounge%20And%20Restaurant&query_place_id=ChIJB6PF3mwQLxgRK5gVwh-uMxU | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlK-Vm7cHtdRqestPf8rFRHgNerV5pf6M-RBwrh1gTZLpn_xOtdbdw5RVzRwhO4f2ngaVn5LFppdwPg1dB3dNxm1jLglZasCVwQOeyhqQDifqiKhIgJplNogHzPgdTabl9F7M-I=w408-h543-k-no",https://www.google.com/maps/search/?api=1&query=Le%20Sixty%20Three%20Lounge%20And%20Restaurant&query_place_id=ChIJB6PF3mwQLxgRK5gVwh-uMxU,ChIJB6PF3mwQLxgRK5gVwh-uMxU,False
Libra Restaurant,African restaurant,"Nairobi West Mai Mahiu rd, off Langata Rd, Kenya",+254 723 830866,,,,,"https://www.google.com/maps/search/?api=1&query=Libra%20Restaurant&query_place_id=ChIJbw6e4lYQLxgRH764HnY7sdg | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.81664691653427,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnUYAAU2aSw10zRlQW5PmMGvTqUpjfpBEMlCR5jtI3Z_eDd2akLu8WVOe26R7WM91mamYDq-ykKBK37Yyjf4JJEZlTtup-00u2O745tq_uZZZYve98_tbdboUhnpaYoutW7yaH3gw=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Libra%20Restaurant&query_place_id=ChIJbw6e4lYQLxgRH764HnY7sdg,ChIJbw6e4lYQLxgRH764HnY7sdg,False
Mama Oliech Restaurant,African restaurant,"Marcus Garvey Rd, North, Kenya",+254 701 707070,,,,,"https://www.google.com/maps/search/?api=1&query=Mama%20Oliech%20Restaurant&query_place_id=ChIJW_hy56IQLxgRuXi29YjGVVk | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmQ1FqZLODJadFd_NIr5Y1AjAoEHCw3Sbsku_V511_aIsMsupa1dxxirQPh8DKgZrZTXHPgpV_u474hIVJVdYRq9i8Dkls6SRI8oeuV2znOZ4AcLd5WB4gVVxli5w6D7PL4R7BY_Q=w493-h240-k-no",https://www.google.com/maps/search/?api=1&query=Mama%20Oliech%20Restaurant&query_place_id=ChIJW_hy56IQLxgRuXi29YjGVVk,ChIJW_hy56IQLxgRuXi29YjGVVk,False
Martha'S Restaurant,African restaurant,"Karen, Langata Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Martha | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.81664691653427,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mK8unYW43BDSciXvjT5RDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.30503&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Martha'S%20Restaurant&query_place_id=ChIJ8yJtQLkRLxgRteq_QMF1yvo,ChIJ8yJtQLkRLxgRteq_QMF1yvo,False
Minar Restaurant-Yaya Centre,African restaurant,"Yaya Shopping Centre, Argwings Kodhek Rd, North, Kenya",+254 20 2229999,,,,,"https://www.google.com/maps/search/?api=1&query=Minar%20Restaurant-Yaya%20Centre&query_place_id=ChIJj6RwZ14RLxgRMpmXmu2IZVQ | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en",https://www.google.com/maps/search/?api=1&query=Minar%20Restaurant-Yaya%20Centre&query_place_id=ChIJj6RwZ14RLxgRMpmXmu2IZVQ,ChIJj6RwZ14RLxgRMpmXmu2IZVQ,False
N. Y. P. D Restaurant,African restaurant,"MQXQ+R33, Off Ngong Road, Mugo Kibiru Dr, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=N.%20Y.%20P.%20D%20Restaurant&query_place_id=ChIJeaWA85sQLxgRZAzed-2jyMY | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-proxy/ALd4DhHg0pkR4QXQnnvKKiwaypDUgRW8mNIG_kr3dkLah7JPcAnWs66eSMD22j3IO5RXoCQtiVmvHI2uNlfK55DTYY1FlBs195i_LquJ_gW3F51Bl90X9TD3IpDlSXys9vMqOsQdm1EMYwR06D25Nj550QBC6yQJXbtqsSYUBwRjJTy7tNVQTtUR0dipfH29HaDdJOsZFUA=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=N.%20Y.%20P.%20D%20Restaurant&query_place_id=ChIJeaWA85sQLxgRZAzed-2jyMY,ChIJeaWA85sQLxgRZAzed-2jyMY,False
Ozone 4 Kitchen,African restaurant,"Kabiro Rd, North, Kenya",+254 702 763472,,,,,"https://www.google.com/maps/search/?api=1&query=Ozone%204%20Kitchen&query_place_id=ChIJiyfDaLUbLxgRXzTeSM4WOEs | https://www.google.com/maps/search/restaurant/@-1.30206825,36.7531745,17.002330554175863z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PZgPz-qEJsBr_bbOpnvwmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.4739&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Ozone%204%20Kitchen&query_place_id=ChIJiyfDaLUbLxgRXzTeSM4WOEs,ChIJiyfDaLUbLxgRXzTeSM4WOEs,False
Palace Butchery & Restaurant,African restaurant,"PQ62+34F, Next To Twaiba Mosque, Gitanga Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Palace%20Butchery%20%26%20Restaurant&query_place_id=ChIJSYH-mToaLxgRG5IDH2ykb1w | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-proxy/ALd4DhGKvCClV4RdI3bv_yOpuS3vsF3jJqG2i3s24sNdFK_9BiJ8RvhhajZhAVDpK6yNFmNZhEo8wnaKXaY1grxBCA2gyvhjTA8ASlUgsK1KFJNt92U284lAStS2eQ_GwxLWsZPrLoIHEFIr46HiceixFiQ2YYC2ANsvYTBluCwD-kmyBrUAtAdlmc3Zf5w5a2gCURMbjw=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Palace%20Butchery%20%26%20Restaurant&query_place_id=ChIJSYH-mToaLxgRG5IDH2ykb1w,ChIJSYH-mToaLxgRG5IDH2ykb1w,False
Paris Lounge,African restaurant,"34 Gitanga Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Paris%20Lounge&query_place_id=ChIJ5ycoPQAbLxgREvYN8zP-MtY | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6BytM-r2jRw8QBH9C35wWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.3733&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Paris%20Lounge&query_place_id=ChIJ5ycoPQAbLxgREvYN8zP-MtY,ChIJ5ycoPQAbLxgREvYN8zP-MtY,False
Peter's Kitchen,African restaurant,"PQ5M+V6G, Galana Rd, Nairobi, Kenya",+254 780 985080,,,,,"https://www.google.com/maps/search/?api=1&query=Peter | https://www.google.com/maps/search/restaurant/@-1.293340725,36.778052200000005,17.00233553235424z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkE7BMAmhtjpHaGc2vLrkA6vE8MpldIr8HdhnfSL9U0HzSenlWLODMjYvH83ELGYq0A3XpiiQkRknZ1AyDbYAgF1MLxSUK-koCFl4b5NwbCgwn1ChQLFizaATp07fjmqGakeUwDtQ=w408-h929-k-no",https://www.google.com/maps/search/?api=1&query=Peter's%20Kitchen&query_place_id=ChIJndWLyqIRLxgR2mHXny0c1_Q,ChIJndWLyqIRLxgR2mHXny0c1_Q,False
Red Sea Restaurant(Closed),African restaurant,"China Centre, Ngong Rd, North, Kenya",+254 20 2712531,,,,,"https://www.google.com/maps/search/?api=1&query=Red%20Sea%20Restaurant(Closed)&query_place_id=ChIJL99Pbw0RLxgR_d_LkEKUPds | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.79946094992056,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sesd5FJaciZFmzZufcxt4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.84955&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Red%20Sea%20Restaurant(Closed)&query_place_id=ChIJL99Pbw0RLxgR_d_LkEKUPds,ChIJL99Pbw0RLxgR_d_LkEKUPds,False
Rhoda Vemoauz Restaurant,African restaurant,"Ngong Rd, North, Kenya",+254 725 334564,,,,,"https://www.google.com/maps/search/?api=1&query=Rhoda%20Vemoauz%20Restaurant&query_place_id=ChIJp2j5-pYRLxgR8FYMYD0ckZQ | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkDY1Fv8mbhTzIfRjBRxotneFtdzNIizW64q0rCfIu6rvo_iS0-VdywGj8pi8jqe6uGp53DHq1Wft2IhmtPagVKCkID06WCi2Z96SleUJPbSErvI5KmYqJdGw8WtpJ_MbMkS4-B=w408-h270-k-no",https://www.google.com/maps/search/?api=1&query=Rhoda%20Vemoauz%20Restaurant&query_place_id=ChIJp2j5-pYRLxgR8FYMYD0ckZQ,ChIJp2j5-pYRLxgR8FYMYD0ckZQ,False
Rudy'S Restaurant,African restaurant,"Kilimani Chania Road,Off Ring Road Dagoreti North, Kenya",+254 20 3872234,,,,,"https://www.google.com/maps/search/?api=1&query=Rudy | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_fk_3Y_Jc_HInPgwalGb4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.085929&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Rudy'S%20Restaurant&query_place_id=ChIJKUu-QCMRLxgRDWjC2O6pJPs,ChIJKUu-QCMRLxgRDWjC2O6pJPs,False
Shannoz Cafe And Grill,African restaurant,"MQXH+MP3, Suna Rd, Nairobi, Kenya",+254 717 427437,,,,,"https://www.google.com/maps/search/?api=1&query=Shannoz%20Cafe%20And%20Grill&query_place_id=ChIJ7bWZX3YaLxgRJp985VjwhGk | https://www.google.com/maps/search/restaurant/@-1.2999357,36.7739766,17.00233177367389z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Or-D29b3XmQDvh3IXeZscw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.06046&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Shannoz%20Cafe%20And%20Grill&query_place_id=ChIJ7bWZX3YaLxgRJp985VjwhGk,ChIJ7bWZX3YaLxgRJp985VjwhGk,False
Tamani Spot Restaurant,African restaurant,"MPVQ+C5F, Opposite Race Course, Ngong Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Tamani%20Spot%20Restaurant&query_place_id=ChIJJylC2awbLxgRzOo_U7zNj8s | https://www.google.com/maps/search/restaurant/@-1.3135946628330823,36.74790305007943,16z?hl=en | https://lh3.googleusercontent.com/gps-proxy/ALd4DhE_qf_R_lNSc26qvsyBWixOzhdX1G8o2mAEtzY6sVq10QPW_bly3fhb3n36mx7mrAnLYl6tbYLwqIsjTCYsc5tWAY4HkAJF3XKmlJnGPhQXZYM9F6oi7Gz9cTYMrQPW5-WYzcu1qMlXBU3SVVPMwmxSE-9j9KOYULlVq7oqNnputxlN8a__Ngj_a6SFHbJ7DK4pkA=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=Tamani%20Spot%20Restaurant&query_place_id=ChIJJylC2awbLxgRzOo_U7zNj8s,ChIJJylC2awbLxgRzOo_U7zNj8s,False
Tankard Restaurant,African restaurant,"Ngong Rd, Starehe, Kenya",+254 792 745204,,,,,"https://www.google.com/maps/search/?api=1&query=Tankard%20Restaurant&query_place_id=ChIJ72CT2EMaLxgRbch5F15AwSk | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkkGhvtPCr12aGTfKSH56DGpy7T01wYIewx-0_PODCiBXzamiEOI_ur02DBWL7TZiN0xfmxd5NPY-hjyHRC1n82ssAM2SfwKvcGCgV8-AEZi4A4_cw7zl3cDaq7v2b51XU3tVfW2w=w426-h240-k-no",https://www.google.com/maps/search/?api=1&query=Tankard%20Restaurant&query_place_id=ChIJ72CT2EMaLxgRbch5F15AwSk,ChIJ72CT2EMaLxgRbch5F15AwSk,False
Tedre Restaurant,African restaurant,"MQXM+P3P, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Tedre%20Restaurant&query_place_id=ChIJOTUiFwARLxgRQjtdt9xnpzU | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmPtlrM_p3ImA4iwiBKh_2FzyhSZweUz17uOKp8epMAqiWZ33IfftANFchnj0nRZcHqsz-sg9h22mf0_z9ypqTCo5E-hh14bWZDSGAfGPEFGfbVzzlQV1_7axToZnfrfM8SADmh=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Tedre%20Restaurant&query_place_id=ChIJOTUiFwARLxgRQjtdt9xnpzU,ChIJOTUiFwARLxgRQjtdt9xnpzU,False
TNC Restaurant,African restaurant,"PQ2M+FV6, Menelik House, Menelik Road, Ngong Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=TNC%20Restaurant&query_place_id=ChIJRVDJ9J4QLxgRJ48Zov5OupU | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWla8UutOIg8k-PLVahD5Tg9NaAi7tn7HX6CkhO2nRZUr1CtvztuGIUSKtf6OnaG29P3Gs5ocXRB5F4vUVyGzDyxpUp3xpA967N0bn-deNfCSfyOREilhNH74CbX5P6YHWcyXm50yw=w408-h408-k-no",https://www.google.com/maps/search/?api=1&query=TNC%20Restaurant&query_place_id=ChIJRVDJ9J4QLxgRJ48Zov5OupU,ChIJRVDJ9J4QLxgRJ48Zov5OupU,False
UNENDING LAUGHTER RESTAURANT,African restaurant,"MENELIK SUITES, Menelik Rd, Nairobi, Kenya",+254 743 913406,,,,,"https://www.google.com/maps/search/?api=1&query=UNENDING%20LAUGHTER%20RESTAURANT&query_place_id=ChIJ4fzYYX4RLxgR9wV1PHNSS8k | https://www.google.com/maps/search/restaurant/@-1.296413588499247,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk5U4Av7hVCjzIDHXO0LOMFQHx9scVcl5YBBNkHp4onL7LFZHJN5Iow0gsCj0edz7W-SRs9p64xTH042VT5Rb5naxHQgzjSYPA88qbYdnIk0izMtvkrMKoZf3c7vtQnWTNRwTTHkw=w408-h306-k-no",https://www.google.com/maps/search/?api=1&query=UNENDING%20LAUGHTER%20RESTAURANT&query_place_id=ChIJ4fzYYX4RLxgR9wV1PHNSS8k,ChIJ4fzYYX4RLxgR9wV1PHNSS8k,False
Zinos Restaurant,African restaurant,"Nyayo Highrise Sasuma Road Otiende Shopping Center, Nairobi, Kenya",+254 20 603418,,,,,"https://www.google.com/maps/search/?api=1&query=Zinos%20Restaurant&query_place_id=ChIJA-UWZ54aLxgRgix_ICZWpks | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnLKR6PqrD9YVUq3-DrSOCyyncRmCzNtHYuUgS01PXn-WAf8K7JwzgrU1wnhAwkCE-ZfS3SWzRvRzADUokKgmmXz59DZy_Gooy6hZSCBcKUzpeVIcSPVLdxKIYh8tRkmqSBmGRi=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=Zinos%20Restaurant&query_place_id=ChIJA-UWZ54aLxgRgix_ICZWpks,ChIJA-UWZ54aLxgRgix_ICZWpks,False
Fellakuti Wines & Spirits,Alcoholic beverage wholesaler,"Maboko Rd, Nairobi, Kenya",+254 791 372584,,,,,"https://www.google.com/maps/search/?api=1&query=Fellakuti%20Wines%20%26%20Spirits&query_place_id=ChIJt5SibcEbLxgR9z-DF8W2T0Y | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uYK1YCK1T1vmCdkDrW2kaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.297764&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Fellakuti%20Wines%20%26%20Spirits&query_place_id=ChIJt5SibcEbLxgR9z-DF8W2T0Y,ChIJt5SibcEbLxgR9z-DF8W2T0Y,False
Bugre king,American restaurant,"PQ27+R3X, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Bugre%20king&query_place_id=ChIJz5E8CQAbLxgRJyIQwEAcHyQ | https://www.google.com/maps/search/restaurant/@-1.2983534384615385,36.76283634615385,17.002332677197412z?hl=en | https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E0jV2HqTMKk1nGoTosyoSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.15167&pitch=0&thumbfov=100",https://www.google.com/maps/search/?api=1&query=Bugre%20king&query_place_id=ChIJz5E8CQAbLxgRJyIQwEAcHyQ,ChIJz5E8CQAbLxgRJyIQwEAcHyQ,False
CJs,American restaurant,"MQ47+MJM, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=CJs&query_place_id=ChIJx5z5fAAFLxgRd-epZuhUQN4 | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.76508901669314,16z?hl=en",https://www.google.com/maps/search/?api=1&query=CJs&query_place_id=ChIJx5z5fAAFLxgRd-epZuhUQN4,ChIJx5z5fAAFLxgRd-epZuhUQN4,False
Joes Atlanta Wings Langata,American restaurant,"MQFR+Q5G, Nairobi, Kenya",+254 790 151815,,,,,"https://www.google.com/maps/search/?api=1&query=Joes%20Atlanta%20Wings%20Langata&query_place_id=ChIJ0xlYGQoRLxgRpYEXIx1xPoM | https://www.google.com/maps/search/restaurant/@-1.3307757371669178,36.78227498330685,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmv_UEhlv0Ru6bHalBY-tOm2v3JWM6TJ32zIij7dBDt-qKxWV8xy94tD-hGBHIU7Di89l0J9v-KKsKHVzMNki7DFlOpDp2DY9GagOVCHahxzXxuibfhZBBbhaslFGL_sU056Z9-=w408-h564-k-no",https://www.google.com/maps/search/?api=1&query=Joes%20Atlanta%20Wings%20Langata&query_place_id=ChIJ0xlYGQoRLxgRpYEXIx1xPoM,ChIJ0xlYGQoRLxgRpYEXIx1xPoM,False
Nia food,American restaurant,"JQW3+HCM, Bogani E Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Nia%20food&query_place_id=ChIJjS1goGgFLxgR-iieYZwzOhc | https://www.google.com/maps/search/restaurant/@-1.3479568115007532,36.76508901669314,16z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkHHGMTS3PokGsarCnMCvENGtiFcgIKnrhPUUZtfuen9g_RgMiqUeB0Se1m3UvvN3y_pfMReJvz-l6fEFF--X-jy-fyU5jVIj0uO9Q_1iOAGiwNeYRnz1GwUGC6gjRYRquh4Uo=w408-h725-k-no",https://www.google.com/maps/search/?api=1&query=Nia%20food&query_place_id=ChIJjS1goGgFLxgR-iieYZwzOhc,ChIJjS1goGgFLxgR-iieYZwzOhc,False
The Diner,American restaurant,"Suguta Rd, Nairobi, Kenya",+254 740 649136,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Diner&query_place_id=ChIJH7O4GgAbLxgRW4ig08FlRS4 | https://www.google.com/maps/search/restaurant/@-1.2895935545454547,36.773318836363636,17.002337659462743z?hl=en | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm4DQq7dBB52xxNYWdzHB2P99Aw-205kwWp0pmkSUqffwj6jKKnlE56dhu2K9pOFUvIq7CqA0y6RrT34zZK9UVizxtYd1EOa0Rgpp3VWsOTS6gG_VKSiIUhcmNn7urkngGkBRhC2OvCCe8n=w408-h544-k-no",https://www.google.com/maps/search/?api=1&query=The%20Diner&query_place_id=ChIJH7O4GgAbLxgRW4ig08FlRS4,ChIJH7O4GgAbLxgRW4ig08FlRS4,False
"Valley Arcade, Kunde Road",American restaurant,"PQ49+7F7, Kunde Rd, Nairobi, Kenya",,,,,,"https://www.google.com/maps/search/?api=1&query=Valley%20Arcade%2C%20Kunde%20Road&query_place_id=ChIJ8aPAxwkbLxgRYwQJHr1qEDI | https://www.google.com/maps/search/restaurant/@-1.2955217,36.7736869,17.002334291465527z?hl=en",https://www.google.com/maps/search/?api=1&query=Valley%20Arcade%2C%20Kunde%20Road&query_place_id=ChIJ8aPAxwkbLxgRYwQJHr1qEDI,ChIJ8aPAxwkbLxgRYwQJHr1qEDI,False
